curve_date,contract_month,market,region,price,currency,unit,contract_type,source_note
2026-04-09,2026-10-01,JAPAN_POWER_FUTURES,Japan,17.4769,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2026-11-01,JAPAN_POWER_FUTURES,Japan,17.9461,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2026-12-01,JAPAN_POWER_FUTURES,Japan,18.282,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2027-01-01,JAPAN_POWER_FUTURES,Japan,18.3814,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2027-02-01,JAPAN_POWER_FUTURES,Japan,18.261,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2027-03-01,JAPAN_POWER_FUTURES,Japan,17.4538,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2027-04-01,JAPAN_POWER_FUTURES,Japan,16.6443,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2027-05-01,JAPAN_POWER_FUTURES,Japan,15.8645,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2027-06-01,JAPAN_POWER_FUTURES,Japan,15.4925,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2027-07-01,JAPAN_POWER_FUTURES,Japan,15.6341,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2027-08-01,JAPAN_POWER_FUTURES,Japan,16.0795,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2027-09-01,JAPAN_POWER_FUTURES,Japan,16.3287,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2027-10-01,JAPAN_POWER_FUTURES,Japan,16.6532,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2027-11-01,JAPAN_POWER_FUTURES,Japan,17.0818,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2027-12-01,JAPAN_POWER_FUTURES,Japan,17.5427,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2028-01-01,JAPAN_POWER_FUTURES,Japan,17.606,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2028-02-01,JAPAN_POWER_FUTURES,Japan,17.2971,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2028-03-01,JAPAN_POWER_FUTURES,Japan,16.5826,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2028-04-01,JAPAN_POWER_FUTURES,Japan,15.6994,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2028-05-01,JAPAN_POWER_FUTURES,Japan,15.14,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2028-06-01,JAPAN_POWER_FUTURES,Japan,14.8116,JPY,kWh,prompt_month_cash_settled_futures,"Synthetic prompt-month Japan power futures proxy; cash-settled financial future, not physical delivery."
2026-04-09,2026-07-01,JEPX_SYSTEM,Japan,15.7744,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2026-08-01,JEPX_SYSTEM,Japan,16.1888,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2026-09-01,JEPX_SYSTEM,Japan,16.5015,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2026-10-01,JEPX_SYSTEM,Japan,16.7913,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2026-11-01,JEPX_SYSTEM,Japan,17.1866,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2026-12-01,JEPX_SYSTEM,Japan,17.3826,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2027-01-01,JEPX_SYSTEM,Japan,17.6638,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2027-02-01,JEPX_SYSTEM,Japan,17.04,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2027-03-01,JEPX_SYSTEM,Japan,16.595,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2027-04-01,JEPX_SYSTEM,Japan,15.7039,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2027-05-01,JEPX_SYSTEM,Japan,15.0002,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2027-06-01,JEPX_SYSTEM,Japan,14.7556,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2027-07-01,JEPX_SYSTEM,Japan,14.8163,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2027-08-01,JEPX_SYSTEM,Japan,14.8349,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2027-09-01,JEPX_SYSTEM,Japan,15.0335,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2027-10-01,JEPX_SYSTEM,Japan,15.5653,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2027-11-01,JEPX_SYSTEM,Japan,15.7133,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2027-12-01,JEPX_SYSTEM,Japan,16.1374,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2028-01-01,JEPX_SYSTEM,Japan,16.2828,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2028-02-01,JEPX_SYSTEM,Japan,15.7054,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2028-03-01,JEPX_SYSTEM,Japan,15.0202,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2028-04-01,JEPX_SYSTEM,Japan,14.487,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2028-05-01,JEPX_SYSTEM,Japan,13.7674,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2028-06-01,JEPX_SYSTEM,Japan,13.4004,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic JEPX day-ahead system price forward proxy; physical spot reference.
2026-04-09,2026-07-01,JEPX_TOKYO,Tokyo,17.2299,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2026-08-01,JEPX_TOKYO,Tokyo,17.4745,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2026-09-01,JEPX_TOKYO,Tokyo,17.6899,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2026-10-01,JEPX_TOKYO,Tokyo,18.1423,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2026-11-01,JEPX_TOKYO,Tokyo,18.4455,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2026-12-01,JEPX_TOKYO,Tokyo,18.7222,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-01-01,JEPX_TOKYO,Tokyo,19.0297,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-02-01,JEPX_TOKYO,Tokyo,18.5943,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-03-01,JEPX_TOKYO,Tokyo,17.8977,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-04-01,JEPX_TOKYO,Tokyo,16.7911,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-05-01,JEPX_TOKYO,Tokyo,16.007,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-06-01,JEPX_TOKYO,Tokyo,15.5647,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-07-01,JEPX_TOKYO,Tokyo,15.672,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-08-01,JEPX_TOKYO,Tokyo,16.1143,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-09-01,JEPX_TOKYO,Tokyo,16.2551,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-10-01,JEPX_TOKYO,Tokyo,16.6467,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-11-01,JEPX_TOKYO,Tokyo,16.9988,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-12-01,JEPX_TOKYO,Tokyo,17.5156,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2028-01-01,JEPX_TOKYO,Tokyo,17.1387,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2028-02-01,JEPX_TOKYO,Tokyo,17.0652,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2028-03-01,JEPX_TOKYO,Tokyo,16.25,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2028-04-01,JEPX_TOKYO,Tokyo,15.3922,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2028-05-01,JEPX_TOKYO,Tokyo,14.4591,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2028-06-01,JEPX_TOKYO,Tokyo,14.202,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Tokyo area day-ahead forward proxy; physical spot reference.
2026-04-09,2026-07-01,JEPX_KANSAI,Kansai,15.003,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2026-08-01,JEPX_KANSAI,Kansai,15.2565,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2026-09-01,JEPX_KANSAI,Kansai,15.5597,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2026-10-01,JEPX_KANSAI,Kansai,15.8081,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2026-11-01,JEPX_KANSAI,Kansai,16.3351,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2026-12-01,JEPX_KANSAI,Kansai,16.5647,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-01-01,JEPX_KANSAI,Kansai,16.4257,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-02-01,JEPX_KANSAI,Kansai,16.2897,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-03-01,JEPX_KANSAI,Kansai,15.5344,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-04-01,JEPX_KANSAI,Kansai,14.6116,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-05-01,JEPX_KANSAI,Kansai,14.188,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-06-01,JEPX_KANSAI,Kansai,14.0507,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-07-01,JEPX_KANSAI,Kansai,14.0377,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-08-01,JEPX_KANSAI,Kansai,14.2271,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-09-01,JEPX_KANSAI,Kansai,14.515,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-10-01,JEPX_KANSAI,Kansai,14.9856,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-11-01,JEPX_KANSAI,Kansai,15.2424,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2027-12-01,JEPX_KANSAI,Kansai,15.5521,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2028-01-01,JEPX_KANSAI,Kansai,15.6108,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2028-02-01,JEPX_KANSAI,Kansai,15.3456,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2028-03-01,JEPX_KANSAI,Kansai,14.8287,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2028-04-01,JEPX_KANSAI,Kansai,14.0536,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2028-05-01,JEPX_KANSAI,Kansai,13.3632,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-04-09,2028-06-01,JEPX_KANSAI,Kansai,12.9294,JPY,kWh,physical_day_ahead_forward_proxy,Synthetic Kansai area day-ahead forward proxy; physical spot reference.
2026-05-09,2026-07-01,JKM,Japan/Korea,13.3637,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2026-08-01,JKM,Japan/Korea,13.425,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2026-09-01,JKM,Japan/Korea,13.1979,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2026-10-01,JKM,Japan/Korea,13.1458,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2026-11-01,JKM,Japan/Korea,13.1001,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2026-12-01,JKM,Japan/Korea,12.9258,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2027-01-01,JKM,Japan/Korea,12.7672,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2027-02-01,JKM,Japan/Korea,12.1491,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2027-03-01,JKM,Japan/Korea,11.2058,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2027-04-01,JKM,Japan/Korea,10.3473,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2027-05-01,JKM,Japan/Korea,9.4996,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2027-06-01,JKM,Japan/Korea,8.7778,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2027-07-01,JKM,Japan/Korea,8.661,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2027-08-01,JKM,Japan/Korea,8.4759,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2027-09-01,JKM,Japan/Korea,8.2699,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2027-10-01,JKM,Japan/Korea,7.974,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2027-11-01,JKM,Japan/Korea,7.8151,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2027-12-01,JKM,Japan/Korea,7.5778,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2028-01-01,JKM,Japan/Korea,7.2731,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2028-02-01,JKM,Japan/Korea,6.6887,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2028-03-01,JKM,Japan/Korea,6.0126,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2028-04-01,JKM,Japan/Korea,5.4082,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2028-05-01,JKM,Japan/Korea,4.6745,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2028-06-01,JKM,Japan/Korea,4.2101,USD,MMBtu,financial_forward_proxy,Synthetic LNG forward proxy. Replace with licensed JKM forward assessments.
2026-05-09,2026-07-01,DES_JAPAN_LNG,Japan,13.6933,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2026-08-01,DES_JAPAN_LNG,Japan,13.9086,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2026-09-01,DES_JAPAN_LNG,Japan,13.8662,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2026-10-01,DES_JAPAN_LNG,Japan,13.8378,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2026-11-01,DES_JAPAN_LNG,Japan,13.8689,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2026-12-01,DES_JAPAN_LNG,Japan,13.8384,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2027-01-01,DES_JAPAN_LNG,Japan,13.6064,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2027-02-01,DES_JAPAN_LNG,Japan,13.0476,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2027-03-01,DES_JAPAN_LNG,Japan,12.2564,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2027-04-01,DES_JAPAN_LNG,Japan,11.3691,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2027-05-01,DES_JAPAN_LNG,Japan,10.6421,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2027-06-01,DES_JAPAN_LNG,Japan,10.087,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2027-07-01,DES_JAPAN_LNG,Japan,9.8677,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2027-08-01,DES_JAPAN_LNG,Japan,9.7795,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2027-09-01,DES_JAPAN_LNG,Japan,9.6683,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2027-10-01,DES_JAPAN_LNG,Japan,9.6572,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2027-11-01,DES_JAPAN_LNG,Japan,9.5222,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2027-12-01,DES_JAPAN_LNG,Japan,9.382,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2028-01-01,DES_JAPAN_LNG,Japan,9.0798,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2028-02-01,DES_JAPAN_LNG,Japan,8.5608,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2028-03-01,DES_JAPAN_LNG,Japan,7.9676,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2028-04-01,DES_JAPAN_LNG,Japan,7.3099,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2028-05-01,DES_JAPAN_LNG,Japan,6.6172,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2028-06-01,DES_JAPAN_LNG,Japan,6.1872,USD,MMBtu,physical_forward_proxy,Synthetic DES Japan LNG delivered forward proxy.
2026-05-09,2026-07-01,JCC,Japan,73.0561,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
2026-05-09,2026-08-01,JCC,Japan,73.3712,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
2026-05-09,2026-09-01,JCC,Japan,73.544,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
2026-05-09,2026-10-01,JCC,Japan,73.9311,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
2026-05-09,2026-11-01,JCC,Japan,74.1797,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
2026-05-09,2026-12-01,JCC,Japan,74.5935,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
2026-05-09,2027-01-01,JCC,Japan,74.7696,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
2026-05-09,2027-02-01,JCC,Japan,75.1559,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
2026-05-09,2027-03-01,JCC,Japan,75.5143,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
2026-05-09,2027-04-01,JCC,Japan,75.6776,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
2026-05-09,2027-05-01,JCC,Japan,75.9494,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
2026-05-09,2027-06-01,JCC,Japan,76.297,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
2026-05-09,2027-07-01,JCC,Japan,76.5754,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
2026-05-09,2027-08-01,JCC,Japan,76.798,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
2026-05-09,2027-09-01,JCC,Japan,77.1918,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
2026-05-09,2027-10-01,JCC,Japan,77.5926,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
2026-05-09,2027-11-01,JCC,Japan,77.7255,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
2026-05-09,2027-12-01,JCC,Japan,78.0214,USD,bbl,monthly_customs_proxy,Synthetic monthly JCC customs-cleared crude proxy derived from Brent-style oil structure; not an exchange-traded future.
