month,area,generation_type,generation_gwh,source,source_note
2024-09-01,Tokyo,Gas,13039.84,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-09-01,Tokyo,Coal,5876.67,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-09-01,Tokyo,Nuclear,0.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-09-01,Tokyo,Solar,1709.41,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-09-01,Tokyo,Hydro,1883.72,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-09-01,Tokyo,Wind,954.16,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-09-01,Tokyo,Biomass,651.78,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-09-01,Tokyo,Oil,364.46,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-09-01,Tokyo,Other,1670.39,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-09-01,Kansai,Gas,3783.42,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-09-01,Kansai,Coal,2283.7,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-09-01,Kansai,Nuclear,3717.28,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-09-01,Kansai,Solar,744.47,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-09-01,Kansai,Hydro,1126.82,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-09-01,Kansai,Wind,234.67,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-09-01,Kansai,Biomass,432.2,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-09-01,Kansai,Oil,427.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-09-01,Kansai,Other,174.98,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Tokyo,Gas,12824.21,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Tokyo,Coal,5030.71,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Tokyo,Nuclear,0.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Tokyo,Solar,1372.96,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Tokyo,Hydro,1513.53,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Tokyo,Wind,485.95,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Tokyo,Biomass,992.77,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Tokyo,Oil,688.32,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Tokyo,Other,1506.22,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Kansai,Gas,3431.98,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Kansai,Coal,2333.32,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Kansai,Nuclear,3734.86,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Kansai,Solar,580.58,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Kansai,Hydro,1029.9,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Kansai,Wind,121.44,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Kansai,Biomass,437.59,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Kansai,Oil,283.63,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-10-01,Kansai,Other,150.45,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Tokyo,Gas,12968.02,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Tokyo,Coal,5867.78,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Tokyo,Nuclear,0.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Tokyo,Solar,911.19,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Tokyo,Hydro,1470.55,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Tokyo,Wind,675.89,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Tokyo,Biomass,1063.98,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Tokyo,Oil,910.41,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Tokyo,Other,1242.09,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Kansai,Gas,3378.19,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Kansai,Coal,2480.25,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Kansai,Nuclear,3590.28,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Kansai,Solar,630.23,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Kansai,Hydro,835.86,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Kansai,Wind,282.05,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Kansai,Biomass,318.51,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Kansai,Oil,190.47,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-11-01,Kansai,Other,248.75,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Tokyo,Gas,12338.66,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Tokyo,Coal,5342.9,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Tokyo,Nuclear,0.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Tokyo,Solar,1581.56,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Tokyo,Hydro,1182.02,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Tokyo,Wind,653.41,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Tokyo,Biomass,1141.77,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Tokyo,Oil,820.09,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Tokyo,Other,1183.19,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Kansai,Gas,3576.84,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Kansai,Coal,2417.45,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Kansai,Nuclear,3804.63,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Kansai,Solar,650.59,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Kansai,Hydro,871.88,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Kansai,Wind,76.54,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Kansai,Biomass,302.26,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Kansai,Oil,239.82,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2024-12-01,Kansai,Other,229.95,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Tokyo,Gas,12564.34,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Tokyo,Coal,5449.32,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Tokyo,Nuclear,0.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Tokyo,Solar,1936.15,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Tokyo,Hydro,1235.36,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Tokyo,Wind,706.8,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Tokyo,Biomass,1270.83,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Tokyo,Oil,957.66,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Tokyo,Other,1244.01,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Kansai,Gas,3692.08,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Kansai,Coal,2379.04,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Kansai,Nuclear,3663.62,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Kansai,Solar,686.21,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Kansai,Hydro,668.98,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Kansai,Wind,136.44,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Kansai,Biomass,327.8,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Kansai,Oil,235.62,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-01-01,Kansai,Other,395.41,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Tokyo,Gas,13623.47,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Tokyo,Coal,5746.35,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Tokyo,Nuclear,0.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Tokyo,Solar,2610.3,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Tokyo,Hydro,974.28,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Tokyo,Wind,859.9,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Tokyo,Biomass,503.55,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Tokyo,Oil,852.74,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Tokyo,Other,1371.78,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Kansai,Gas,3454.04,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Kansai,Coal,2374.15,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Kansai,Nuclear,3490.37,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Kansai,Solar,912.9,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Kansai,Hydro,655.12,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Kansai,Wind,190.28,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Kansai,Biomass,264.7,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Kansai,Oil,583.99,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-02-01,Kansai,Other,205.42,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Tokyo,Gas,12412.13,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Tokyo,Coal,5785.31,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Tokyo,Nuclear,0.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Tokyo,Solar,2661.79,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Tokyo,Hydro,1266.54,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Tokyo,Wind,25.18,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Tokyo,Biomass,772.43,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Tokyo,Oil,707.04,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Tokyo,Other,1132.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Kansai,Gas,3221.78,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Kansai,Coal,2212.33,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Kansai,Nuclear,3601.4,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Kansai,Solar,980.05,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Kansai,Hydro,790.91,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Kansai,Wind,316.7,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Kansai,Biomass,307.46,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Kansai,Oil,262.81,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-03-01,Kansai,Other,117.95,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Tokyo,Gas,12404.06,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Tokyo,Coal,5481.94,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Tokyo,Nuclear,0.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Tokyo,Solar,3021.78,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Tokyo,Hydro,1107.47,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Tokyo,Wind,216.95,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Tokyo,Biomass,1161.12,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Tokyo,Oil,565.58,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Tokyo,Other,1127.02,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Kansai,Gas,3286.78,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Kansai,Coal,2269.32,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Kansai,Nuclear,3551.96,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Kansai,Solar,1155.25,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Kansai,Hydro,878.35,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Kansai,Wind,153.39,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Kansai,Biomass,326.44,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Kansai,Oil,235.25,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-04-01,Kansai,Other,178.06,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-05-01,Tokyo,Gas,11570.47,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
